package_name
cafebazaar.ir/app/com.bonbongame.kids.toddler.baby.care.games
myket.ir/app/com.leme.coe
play.google.com/store/apps/details?id=com.fireshrike.dk&pcampaignid=merch_published_cluster_promotion_battlestar_featured_games
